N,P,K,temperature,humidity,ph,rainfall,label
72,44,58,26.66,68.97,5.54,165.29,soyabean
58,35,32,21.91,66.5,6.88,116.68,soyabean
43,37,43,22.69,79.04,7.24,104.29,soyabean
97,38,43,32.12,51.9,6.69,134.22,soyabean
49,46,34,33.03,57.21,5.91,192.59,soyabean
78,36,60,26.68,63.78,5.81,171.74,soyabean
83,53,43,29.85,60.56,6.97,74.5,soyabean
70,39,39,24.22,69.52,6.06,94.5,soyabean
43,32,59,24.23,54.65,6.18,107.66,soyabean
58,40,52,30.36,76.9,5.99,158.81,soyabean
78,37,32,25.71,52.32,7.29,92.01,soyabean
90,58,44,34.47,78.75,6.3,129.77,soyabean
93,37,30,21.95,50.06,6.91,147.97,sugarcane
100,47,46,30.34,71.53,5.88,88.19,sugarcane
49,49,45,31.53,52.92,5.96,158.2,sugarcane
43,48,47,32.4,56.38,7.37,184.7,sugarcane
90,44,39,24.32,55.46,5.98,84.43,sugarcane
46,40,48,30.47,70.15,5.53,54.94,sugarcane
69,50,51,29.94,76.09,6.57,169.43,sugarcane
67,56,47,25.48,59.81,6.17,197.13,sugarcane
43,51,43,23.38,71.31,6.93,142.13,sugarcane
47,47,58,32.13,62.0,5.65,139.46,sugarcane
47,34,52,26.69,74.32,6.87,65.34,sugarcane
100,52,57,33.68,72.81,7.08,122.35,sugarcane
87,37,49,26.71,76.92,7.3,183.99,sugarcane
58,59,46,33.25,79.02,6.67,110.94,sugarcane
66,55,30,28.87,73.05,5.8,73.3,sugarcane
65,58,50,34.44,67.14,7.29,195.51,sugarcane
49,60,33,34.02,66.09,6.91,112.78,sugarcane
40,30,41,27.38,76.23,6.12,168.37,sugarcane
86,49,48,29.97,68.72,6.11,67.93,sugarcane
50,37,57,24.93,71.17,6.95,78.88,sugarcane
67,41,42,33.47,65.76,6.92,89.56,sugarcane
59,47,44,20.74,69.69,6.12,170.85,sugarcane
74,48,52,22.04,53.15,6.84,170.73,sugarcane
89,42,54,33.89,54.12,7.04,164.56,sugarcane
64,43,42,32.56,67.18,6.02,122.68,sugarcane
63,49,38,32.46,50.62,6.5,144.91,sugarcane
49,32,46,33.06,51.46,6.49,53.79,sugarcane
53,56,47,32.0,55.0,6.6,145.77,sugarcane
85,32,60,32.0,64.29,6.44,125.88,sugarcane
96,58,44,31.94,62.31,6.36,110.8,sugarcane
60,51,48,23.08,73.34,6.95,146.57,sugarcane
94,33,55,32.27,59.22,6.32,86.07,sugarcane
72,51,47,22.46,56.96,6.71,114.29,sugarcane
59,51,45,31.56,73.68,6.3,179.39,sugarcane
71,35,47,20.08,68.39,6.01,97.12,sugarcane
97,60,37,30.43,74.01,6.98,99.73,sugarcane
91,49,30,32.18,59.6,7.33,146.47,sugarcane
53,58,60,27.05,53.27,5.87,160.12,sugarcane
49,48,42,21.91,68.8,6.95,104.79,sugarcane
86,56,55,33.51,53.36,5.7,105.16,sugarcane
93,50,42,22.83,75.3,5.61,66.7,sugarcane
46,54,41,23.7,64.07,6.19,108.19,sugarcane
63,60,35,31.18,76.69,6.13,160.7,sugarcane
54,58,30,29.26,71.3,5.51,89.53,sugarcane
97,53,42,26.06,51.51,5.58,131.53,sugarcane
62,54,55,32.83,56.42,7.42,136.19,sugarcane
91,43,31,24.99,53.59,6.83,165.85,sugarcane
84,60,50,28.77,66.46,6.4,59.62,sugarcane
78,60,60,25.27,50.5,6.68,195.85,sugarcane
97,56,48,20.76,50.58,6.29,139.72,sugarcane
71,52,56,32.78,55.79,7.13,108.71,sugarcane
52,60,37,26.32,65.06,6.76,127.56,sugarcane
87,37,48,22.74,68.13,6.38,161.41,sugarcane
95,47,47,30.73,67.81,6.65,172.69,sugarcane
60,53,53,31.77,75.03,6.39,76.09,sugarcane
44,40,43,22.83,70.52,7.18,134.27,sugarcane
57,53,44,21.6,55.47,6.91,113.22,sugarcane
73,43,42,34.96,77.3,6.5,130.54,sugarcane
55,58,38,31.12,73.43,6.0,150.32,sugarcane
78,60,36,30.68,79.04,6.41,79.85,sugarcane
94,58,34,28.62,52.56,6.8,67.87,sugarcane
42,44,54,31.05,76.33,6.0,77.98,sugarcane
86,45,32,24.51,74.47,6.66,52.66,sugarcane
47,59,60,31.63,56.0,7.22,72.66,sugarcane
91,42,50,32.08,53.57,6.48,100.27,sugarcane
72,53,50,31.88,76.08,5.68,151.34,sugarcane
75,35,40,29.06,75.97,6.38,147.93,sugarcane
47,56,32,27.19,65.2,6.56,166.33,sugarcane
66,34,34,23.0,52.59,5.9,171.95,sugarcane
54,48,46,24.46,58.68,6.95,109.64,sugarcane
61,54,31,31.35,61.17,6.92,183.91,sugarcane
48,43,56,21.3,53.14,6.03,118.54,sugarcane
60,54,54,20.82,51.61,6.89,111.85,sugarcane
73,39,38,30.61,51.73,6.9,110.83,sugarcane
84,43,39,20.74,66.38,7.21,56.28,sugarcane
100,48,36,30.99,65.03,6.07,62.97,sugarcane
91,50,59,22.3,79.39,6.93,137.37,sugarcane
42,39,39,30.22,72.47,6.49,52.15,sugarcane
79,34,44,28.55,70.84,6.09,129.58,sugarcane
91,33,60,26.37,76.53,7.12,74.69,sugarcane
45,36,53,32.03,66.5,5.68,195.33,sugarcane
57,50,56,20.53,72.36,5.8,138.54,sugarcane
72,53,58,22.33,66.4,6.78,59.87,sugarcane
53,53,50,22.68,78.55,6.3,64.79,sugarcane
41,46,55,27.37,52.86,7.06,81.64,sugarcane
55,59,35,27.19,66.51,6.56,154.89,sugarcane
99,34,32,29.94,79.26,7.11,118.6,sugarcane
96,47,48,26.14,66.37,7.03,51.71,sugarcane
86,49,41,33.88,73.57,6.3,116.78,sugarcane
97,60,47,34.58,65.46,7.0,168.99,sugarcane
90,44,32,30.34,53.37,6.9,122.71,sugarcane
61,47,51,28.07,52.52,7.08,160.4,sugarcane
44,37,50,21.09,59.05,6.61,178.79,sugarcane
53,46,30,20.99,58.62,6.37,175.39,sugarcane
74,52,42,26.23,71.81,7.28,123.07,sugarcane
62,53,55,25.59,53.01,6.22,181.67,sugarcane
55,50,34,20.8,61.89,6.01,150.97,sugarcane
43,39,35,28.79,76.14,5.73,139.89,sugarcane
61,45,37,33.67,58.96,5.54,76.28,sugarcane
78,42,53,24.81,60.49,6.43,142.14,sugarcane
65,46,54,30.52,72.4,7.15,137.36,sugarcane
64,44,30,34.09,71.98,6.03,172.95,sugarcane
93,30,47,28.95,71.91,5.74,142.59,sugarcane
57,42,52,32.9,79.53,6.46,186.64,sugarcane
44,40,49,31.97,54.75,5.89,148.03,sugarcane
86,52,60,33.4,74.31,7.26,137.46,sugarcane
100,53,57,33.97,50.23,6.76,76.28,sugarcane
54,59,45,28.96,76.42,5.58,149.05,sugarcane
83,39,51,22.92,64.81,6.86,89.43,sugarcane
70,51,51,33.65,63.57,6.5,130.46,sugarcane
40,53,51,32.33,63.78,6.39,137.21,sugarcane
95,44,40,24.86,52.6,5.54,156.71,sugarcane
56,42,55,20.63,57.49,7.02,142.21,sugarcane
42,52,56,30.87,65.46,7.33,112.94,sugarcane
63,31,51,24.27,65.6,6.61,87.62,sugarcane
100,51,42,27.14,53.18,6.24,128.85,sugarcane
98,58,36,20.86,55.9,6.63,95.05,sugarcane
95,50,50,21.77,52.31,5.67,177.05,sugarcane
61,46,40,21.98,72.76,7.19,156.71,sugarcane
70,55,49,34.02,68.84,7.04,184.58,sugarcane
61,39,51,27.74,44.2,6.03,88.76,sunflower
49,59,59,34.31,64.78,6.78,113.84,sunflower
64,42,40,28.41,53.37,7.13,57.71,sunflower
80,52,59,33.03,51.07,7.2,101.09,sunflower
53,42,54,28.46,54.57,7.5,106.34,sunflower
76,57,47,34.78,55.54,7.19,65.79,sunflower
41,51,40,21.19,51.8,7.43,65.57,sunflower
42,49,44,27.97,46.55,7.02,113.3,sunflower
64,58,43,23.37,69.7,7.07,72.16,sunflower
48,52,33,31.1,68.51,6.21,100.24,sunflower
48,47,38,23.45,41.57,6.03,110.67,sunflower
51,49,36,25.21,58.58,7.3,94.45,sunflower
47,55,39,32.56,53.27,6.25,79.29,sunflower
42,43,52,33.49,63.08,6.37,107.8,sunflower
68,44,57,29.49,58.34,6.31,81.93,sunflower
49,42,32,23.87,69.01,7.29,69.13,sunflower
48,36,59,25.21,43.38,6.75,43.99,sunflower
80,49,47,31.08,46.41,6.32,84.21,sunflower
75,55,54,22.65,45.77,6.14,134.66,sunflower
54,38,58,20.17,49.43,6.31,79.7,sunflower
78,57,31,25.7,66.91,6.35,95.88,sunflower
42,46,57,24.39,51.47,6.15,94.36,sunflower
73,37,34,28.06,68.32,6.06,112.32,sunflower
77,32,59,27.69,58.34,6.12,48.44,sunflower
54,33,39,34.76,65.76,6.02,44.27,sunflower
71,31,34,25.99,62.01,6.44,148.7,sunflower
70,53,54,24.17,57.2,6.09,140.67,sunflower
55,44,49,27.16,41.83,6.5,81.35,sunflower
48,35,40,24.52,45.01,7.5,147.66,sunflower
58,57,35,24.8,69.9,6.32,141.36,sunflower
46,37,39,23.66,41.16,6.7,132.96,sunflower
43,49,42,20.67,49.56,7.04,68.82,sunflower
71,56,35,27.55,44.71,6.66,61.28,sunflower
52,60,38,33.19,59.55,6.68,53.67,sunflower
54,36,49,30.32,58.91,7.39,48.98,sunflower
40,30,46,27.53,68.24,7.23,67.7,sunflower
69,32,47,29.43,63.73,7.08,109.56,sunflower
67,41,47,22.11,46.05,7.15,42.56,sunflower
43,51,60,25.27,45.89,6.88,86.03,sunflower
65,33,37,21.44,45.6,6.13,69.75,sunflower
44,47,51,29.25,57.1,6.99,110.74,sunflower
40,58,37,30.95,48.77,6.34,138.59,sunflower
69,59,35,26.32,58.58,6.43,52.75,sunflower
67,49,30,26.82,68.3,6.06,98.05,sunflower
50,50,53,28.09,66.2,6.99,142.15,sunflower
77,60,59,25.58,68.33,6.37,81.57,sunflower
54,33,30,26.86,48.61,7.36,79.87,sunflower
67,44,48,27.04,44.43,6.6,96.74,sunflower
69,59,52,26.0,52.16,6.46,64.64,sunflower
74,37,58,32.19,68.36,7.02,77.95,sunflower
63,36,32,20.37,40.62,6.41,142.59,sunflower
42,41,34,25.94,48.86,6.62,100.2,sunflower
68,46,58,34.35,44.09,6.97,101.72,sunflower
70,56,31,25.58,66.85,6.32,55.84,sunflower
73,57,41,21.35,41.02,6.95,47.39,sunflower
61,55,42,29.03,57.69,6.23,83.72,sunflower
56,31,30,32.98,63.83,6.6,136.97,sunflower
69,54,46,26.9,51.5,7.48,137.22,sunflower
40,37,30,29.02,58.27,7.22,122.33,sunflower
67,36,39,32.41,68.47,7.48,77.62,sunflower
54,34,56,33.73,64.69,6.96,70.29,sunflower
44,43,45,25.54,42.32,7.41,42.86,sunflower
57,53,58,23.42,44.88,6.82,113.95,sunflower
51,60,46,25.54,65.35,7.22,132.72,sunflower
40,36,40,25.87,56.39,6.92,133.85,sunflower
80,43,39,33.03,64.09,6.52,72.42,sunflower
67,41,58,24.0,60.48,7.28,44.53,sunflower
58,37,52,26.51,68.02,7.06,110.12,sunflower
44,44,46,22.53,63.94,6.67,142.03,sunflower
69,31,49,27.59,47.31,7.19,147.42,sunflower
52,50,46,31.29,54.49,7.41,60.98,sunflower
41,32,42,33.95,60.16,7.04,71.63,sunflower
57,58,45,23.34,67.16,7.24,137.4,sunflower
50,50,51,27.39,67.94,6.42,81.95,sunflower
76,40,51,32.83,63.23,6.33,102.44,sunflower
74,60,43,21.96,53.46,7.08,70.45,sunflower
46,36,51,27.87,51.49,6.45,56.36,sunflower
75,60,52,27.79,64.78,6.59,43.28,sunflower
45,36,35,31.82,67.85,6.11,43.07,sunflower
73,32,31,26.86,41.25,7.09,73.83,sunflower
75,44,58,21.31,46.25,7.41,95.67,sunflower
59,58,52,23.46,55.22,7.29,41.54,sunflower
59,40,35,26.99,67.28,6.57,105.78,sunflower
55,37,45,28.13,57.74,7.27,99.42,sunflower
69,52,57,22.9,45.11,6.93,112.4,sunflower
75,34,50,31.91,43.29,6.5,59.3,sunflower
79,50,60,28.03,64.02,6.73,125.88,sunflower
43,31,31,29.63,48.9,6.63,137.67,sunflower
56,47,43,32.24,52.1,6.15,136.62,sunflower
46,48,50,23.17,52.57,7.5,110.88,sunflower
48,53,36,22.33,43.1,6.42,104.81,sunflower
42,31,36,27.93,58.33,6.62,149.89,sunflower
57,52,58,28.61,44.76,7.19,143.8,sunflower
61,46,48,30.4,53.49,6.19,59.82,sunflower
56,49,40,32.49,41.05,6.51,78.5,sunflower
56,41,33,32.35,61.2,7.01,89.36,sunflower
74,50,47,23.21,42.59,6.9,127.72,sunflower
48,32,42,32.6,56.46,6.44,138.12,sunflower
76,36,58,34.22,61.22,7.43,100.54,sunflower
45,33,30,31.25,64.57,7.42,104.01,sunflower
71,46,45,31.32,44.78,6.8,114.96,sunflower
69,40,33,33.78,60.82,7.19,104.21,sunflower
65,46,34,32.99,65.19,6.85,72.18,sunflower
76,57,49,29.75,47.16,6.71,127.59,sunflower
45,32,45,27.06,46.83,6.19,52.39,sunflower
49,54,31,33.06,43.91,6.94,63.44,sunflower
66,54,52,20.31,55.45,7.47,64.41,sunflower
77,41,48,34.84,46.08,6.59,71.9,sunflower
63,44,30,32.12,58.56,7.16,83.11,sunflower
49,36,59,24.82,56.1,6.5,144.44,sunflower
53,40,49,24.85,67.68,6.68,69.77,sunflower
75,30,40,31.5,60.33,7.16,135.56,sunflower
58,34,60,32.6,68.27,6.43,67.15,sunflower
53,46,30,20.37,64.32,6.82,46.7,sunflower
65,53,50,34.12,59.93,6.91,66.15,sunflower
42,55,38,32.79,42.62,6.39,52.21,sunflower
73,57,31,20.51,63.72,6.94,60.26,sunflower
74,31,51,23.47,65.51,6.62,107.49,sunflower
41,46,35,20.48,45.34,6.3,107.6,sunflower
53,38,56,34.88,54.76,7.35,131.81,sunflower
96,50,58,32.73,58.23,5.88,185.24,sweet potato
99,53,44,31.49,53.64,7.39,123.75,sweet potato
64,30,53,21.16,54.09,7.38,149.6,sweet potato
49,31,53,29.67,54.0,5.77,124.62,sweet potato
95,36,43,31.34,58.48,5.97,121.14,sweet potato
68,39,57,28.26,56.66,6.63,74.36,sweet potato
88,31,32,20.17,76.03,7.04,68.06,sweet potato
87,44,30,21.94,65.44,6.23,74.12,sweet potato
58,43,39,27.98,68.91,6.48,147.09,sweet potato
70,55,44,22.42,63.0,7.03,196.52,sweet potato
82,48,58,20.85,55.5,6.51,118.44,sweet potato
41,50,31,30.32,74.84,7.38,195.19,sweet potato
48,57,44,26.47,55.03,5.85,78.87,sweet potato
74,57,43,33.18,57.85,6.1,87.14,sweet potato
91,49,45,26.42,69.69,6.08,148.23,sweet potato
40,40,35,32.1,76.53,5.63,179.71,sweet potato
93,44,47,33.41,76.08,6.42,57.92,sweet potato
52,49,52,32.18,50.85,6.71,172.56,sweet potato
65,41,34,32.47,62.09,5.67,72.48,sweet potato
45,58,40,33.2,73.9,6.82,109.0,sweet potato
63,40,45,31.78,59.61,6.42,159.82,sweet potato
52,43,48,34.26,79.71,5.93,67.18,sweet potato
65,34,44,27.8,59.57,6.27,109.39,sweet potato
81,46,37,22.07,50.06,6.58,122.38,sweet potato
67,32,38,26.34,57.56,5.65,53.05,sweet potato
58,51,38,29.6,55.31,5.89,175.78,sweet potato
52,54,60,31.79,72.83,6.98,78.45,sweet potato
40,43,42,25.38,69.32,6.09,134.15,sweet potato
64,42,37,30.9,57.57,6.7,169.55,sweet potato
73,48,59,28.87,76.84,5.75,179.65,sweet potato
44,51,50,29.0,69.57,5.74,165.84,sweet potato
98,59,58,32.2,52.68,6.91,124.82,sweet potato
53,47,58,33.39,71.1,5.82,100.74,sweet potato
57,41,50,31.37,57.56,6.38,148.66,sweet potato
45,35,35,32.24,54.99,7.12,75.98,sweet potato
86,60,35,20.61,66.03,6.28,134.72,sweet potato
68,46,33,20.2,77.5,6.33,61.56,sweet potato
64,55,31,34.08,62.47,7.26,85.07,sweet potato
76,39,55,30.39,76.16,5.83,160.39,sweet potato
83,46,58,26.19,69.44,7.01,64.79,sweet potato
65,51,55,33.87,61.89,6.6,163.79,sweet potato
81,41,42,34.07,65.04,7.36,194.43,sweet potato
92,34,40,27.85,56.97,5.79,137.73,sweet potato
52,57,42,20.7,51.43,5.9,58.81,sweet potato
72,46,45,24.34,63.19,7.36,114.22,sweet potato
93,35,43,27.13,60.72,6.38,177.27,sweet potato
71,47,44,21.67,72.35,5.54,97.98,sweet potato
64,48,47,25.97,56.37,6.35,68.84,sweet potato
55,37,42,33.06,50.4,6.71,198.38,sweet potato
92,31,52,21.96,63.46,6.48,73.46,sweet potato
87,38,42,34.37,68.59,7.44,184.36,sweet potato
73,58,47,27.68,78.82,6.91,94.56,sweet potato
40,46,46,20.26,73.95,6.76,152.43,sweet potato
43,47,58,32.12,76.1,5.89,57.43,sweet potato
68,30,57,27.87,66.76,6.77,61.54,sweet potato
48,55,37,28.25,53.17,7.11,175.34,sweet potato
77,44,37,26.91,66.09,5.58,92.43,sweet potato
94,44,31,30.2,72.67,7.18,138.77,sweet potato
73,60,42,25.67,62.56,7.26,74.77,sweet potato
98,52,42,33.11,71.82,7.4,179.05,sweet potato
84,57,48,32.28,56.47,6.27,71.27,sweet potato
80,60,52,32.31,51.83,6.46,112.8,sweet potato
77,39,37,22.59,74.53,6.11,83.83,sweet potato
69,44,57,23.38,73.2,5.68,152.38,sweet potato
40,40,37,34.78,58.37,6.99,77.79,sweet potato
64,45,32,27.39,67.64,6.87,194.26,sweet potato
41,43,41,21.05,67.63,6.61,68.34,sweet potato
91,60,48,25.5,75.27,6.15,190.86,sweet potato
72,38,57,29.29,64.55,6.47,156.23,sweet potato
72,43,36,20.61,66.27,5.53,99.72,sweet potato
51,34,36,21.24,72.95,7.08,177.96,sweet potato
40,35,53,20.18,66.12,7.12,143.59,sweet potato
52,30,35,22.22,63.49,7.0,150.33,sweet potato
66,42,46,29.55,75.63,7.02,124.29,sweet potato
51,58,35,22.31,56.75,5.68,167.31,sweet potato
86,34,42,28.88,64.21,5.96,124.69,sweet potato
93,52,43,21.84,64.04,6.34,83.26,sweet potato
47,59,39,30.16,66.22,5.8,115.37,sweet potato
73,50,45,27.48,66.74,7.17,168.01,sweet potato
43,47,54,31.31,50.94,7.42,182.74,sweet potato
97,35,30,23.78,65.12,7.22,114.26,sweet potato
66,44,43,32.87,66.13,6.95,96.69,sweet potato
79,49,43,33.26,60.26,6.6,173.16,sweet potato
51,36,36,27.68,69.72,5.65,155.72,sweet potato
55,38,38,28.4,62.36,7.33,88.44,sweet potato
60,45,60,23.72,65.93,7.33,71.75,sweet potato
44,45,38,33.03,74.15,5.63,194.39,sweet potato
79,55,51,25.77,72.26,5.85,167.44,sweet potato
95,54,32,31.43,70.05,5.86,129.38,sweet potato
84,50,32,23.59,74.08,6.81,192.06,sweet potato
57,38,46,29.57,75.12,5.92,114.2,sweet potato
56,33,31,28.12,69.05,7.05,146.4,sweet potato
41,32,60,27.39,55.75,6.05,147.49,sweet potato
43,56,37,22.64,56.98,7.19,141.08,sweet potato
72,59,50,29.05,75.5,7.45,63.66,sweet potato
42,48,54,27.95,70.14,6.93,127.4,sweet potato
82,38,31,34.29,77.06,7.1,74.95,sweet potato
54,41,48,20.31,57.77,7.49,118.59,sweet potato
93,57,52,33.34,67.91,6.31,143.14,sweet potato
44,44,46,23.01,67.88,6.58,190.24,sweet potato
61,30,42,32.94,56.8,7.23,107.37,sweet potato
84,44,50,33.53,63.34,7.4,96.55,sweet potato
42,50,39,21.28,60.26,6.93,104.7,sweet potato
41,33,37,28.55,56.11,6.21,169.24,sweet potato
44,45,36,28.95,71.41,7.03,143.16,sweet potato
49,60,45,29.14,60.14,6.66,59.27,sweet potato
41,54,60,28.44,65.09,6.39,149.48,sweet potato
71,46,55,30.19,70.96,6.41,195.85,sweet potato
79,44,50,25.26,71.57,6.49,95.61,sweet potato
84,47,45,31.41,75.15,7.23,154.23,sweet potato
82,34,46,29.26,63.55,5.69,113.59,sweet potato
92,39,38,20.61,76.7,5.85,86.84,sweet potato
79,32,56,24.15,67.27,6.15,134.88,sweet potato
69,35,40,27.89,79.16,6.12,190.25,sweet potato
46,37,49,26.14,61.02,6.71,135.84,sweet potato
82,53,50,23.35,74.33,6.75,75.96,sweet potato
63,35,37,20.02,59.43,6.18,153.1,sweet potato
95,46,55,21.17,67.04,7.49,78.0,sweet potato
68,42,34,31.34,57.29,6.52,117.72,sweet potato
97,36,56,25.02,57.76,7.05,137.35,sweet potato
41,34,30,27.76,70.43,7.12,105.24,tapioca
54,56,36,30.79,75.59,5.91,152.43,tapioca
74,40,37,30.16,54.57,5.62,176.5,tapioca
65,32,52,26.92,52.23,7.41,79.69,tapioca
88,53,59,20.91,78.8,6.48,131.56,tapioca
87,57,36,20.3,51.91,7.41,183.28,tapioca
47,37,41,34.43,65.33,6.34,60.9,tapioca
87,51,35,24.85,66.9,6.3,105.59,tapioca
45,37,47,22.58,57.7,6.13,54.71,tapioca
86,55,42,32.82,78.35,5.67,105.23,tapioca
68,46,54,21.66,63.65,6.59,113.08,tapioca
100,50,36,22.4,50.25,6.91,134.79,tapioca
59,31,52,29.62,68.53,6.11,163.5,tapioca
92,48,40,31.96,59.1,6.1,69.94,tapioca
87,39,46,21.15,66.45,6.41,147.63,tapioca
43,39,40,23.54,63.84,5.51,89.42,tapioca
64,30,39,29.72,68.56,6.74,140.76,tapioca
97,54,55,20.68,76.8,7.05,150.22,tapioca
78,32,32,26.81,75.57,6.05,85.11,tapioca
75,46,50,23.48,61.61,6.24,180.19,tapioca
67,58,44,26.24,70.12,6.15,189.38,tapioca
76,48,56,29.2,63.19,6.39,167.52,tapioca
85,39,45,32.47,56.8,6.06,63.57,tapioca
70,51,43,28.15,50.48,6.6,114.57,tapioca
45,43,42,28.77,51.23,6.15,60.31,tapioca
41,50,42,32.42,59.98,6.14,129.63,tapioca
42,33,59,29.5,69.72,6.26,194.19,tapioca
58,30,54,32.31,67.92,6.57,50.59,tapioca
78,57,41,21.24,75.32,5.77,155.1,tapioca
84,34,48,23.94,61.12,6.5,187.81,tapioca
90,38,60,22.92,61.9,5.54,170.05,tapioca
63,53,46,24.79,73.0,6.26,68.21,tapioca
56,33,54,22.76,66.18,7.22,61.1,tapioca
61,41,53,25.6,68.66,5.75,174.35,tapioca
52,59,36,32.89,53.13,5.92,149.72,tapioca
78,44,40,26.58,58.85,5.82,197.48,tapioca
90,50,56,32.84,54.38,6.26,93.1,tapioca
83,44,37,29.34,62.67,7.41,155.37,tapioca
94,50,36,31.97,50.43,7.39,104.83,tapioca
74,56,51,34.43,58.17,6.17,172.97,tapioca
82,34,53,23.63,50.51,6.83,152.53,tapioca
47,35,49,30.94,72.61,7.21,132.02,tapioca
44,45,47,21.88,50.76,6.45,126.39,tapioca
48,55,37,27.11,69.24,6.38,116.77,tapioca
53,40,57,34.59,66.86,7.29,168.47,tapioca
82,59,37,22.36,74.69,6.46,184.88,tapioca
87,45,41,26.03,54.57,6.14,130.27,tapioca
94,57,36,25.33,60.41,5.76,91.56,tapioca
89,53,53,33.33,70.34,7.0,86.98,tapioca
74,35,52,22.88,59.69,5.71,181.58,tapioca
87,59,41,22.19,63.46,7.21,60.4,tapioca
56,51,55,22.93,51.83,7.49,133.67,tapioca
41,37,36,20.04,55.06,7.42,118.49,tapioca
41,35,40,28.31,64.18,5.94,108.1,tapioca
77,55,43,21.53,52.81,7.1,139.46,tapioca
77,39,55,25.52,63.56,6.77,129.65,tapioca
100,60,47,32.11,53.93,5.89,121.91,tapioca
68,49,60,27.16,61.2,7.25,50.37,tapioca
88,30,50,23.02,67.61,6.76,117.83,tapioca
74,39,40,22.03,67.39,6.42,108.87,tapioca
95,36,58,20.98,51.6,6.59,111.36,tapioca
99,51,42,21.26,77.13,6.55,174.43,tapioca
85,41,37,29.44,70.96,7.0,197.87,tapioca
74,33,35,30.24,51.22,5.73,192.37,tapioca
54,60,59,34.41,67.85,6.42,163.73,tapioca
67,42,55,23.59,73.86,7.25,144.13,tapioca
76,54,47,20.99,64.54,7.44,84.27,tapioca
95,50,46,31.09,77.77,7.39,137.8,tapioca
78,37,51,25.63,72.65,6.28,153.7,tapioca
70,57,34,30.82,73.21,6.85,157.28,tapioca
85,45,33,28.33,61.6,6.76,94.41,tapioca
44,38,54,28.68,64.3,5.59,178.63,tapioca
51,32,44,21.21,52.6,7.48,50.59,tapioca
70,41,41,21.19,54.18,6.08,153.74,tapioca
92,56,51,23.68,72.88,5.6,127.99,tapioca
63,59,35,23.63,69.83,5.69,109.42,tapioca
63,50,54,20.69,57.08,6.97,192.11,tapioca
73,38,36,23.55,55.28,6.14,68.16,tapioca
84,30,45,27.52,60.31,5.89,50.15,tapioca
95,43,50,30.51,67.34,7.12,52.87,tapioca
84,60,36,32.66,53.23,6.09,60.71,tapioca
73,45,37,29.95,62.79,6.91,157.76,tapioca
83,44,30,22.28,74.9,6.46,103.99,tapioca
67,57,52,22.78,66.17,6.43,74.43,tapioca
47,58,52,23.54,59.84,5.61,94.4,tapioca
86,42,60,25.24,63.76,6.55,138.1,tapioca
43,40,33,29.34,57.71,5.67,87.86,tapioca
81,42,37,20.87,52.97,5.88,189.34,tapioca
70,52,36,25.75,74.55,7.39,142.19,tapioca
52,39,51,30.57,57.96,5.99,50.02,tapioca
64,32,38,21.94,63.23,7.28,154.09,tapioca
96,33,35,30.49,58.83,6.19,125.31,tapioca
48,52,35,27.55,65.19,6.39,68.89,tapioca
78,41,55,20.47,70.9,6.66,151.71,tapioca
69,42,37,26.37,51.21,5.54,182.95,tapioca
91,43,37,28.35,77.79,7.0,50.26,tapioca
47,53,30,29.33,61.57,6.7,70.82,tapioca
54,41,54,30.09,53.23,6.31,86.61,tapioca
61,44,30,22.86,57.94,6.38,144.43,tapioca
66,31,50,30.39,63.38,6.88,199.4,tapioca
75,56,39,22.69,77.97,6.23,136.01,tapioca
82,32,35,32.45,65.7,6.35,173.66,tapioca
86,34,48,27.32,57.82,5.63,111.8,tapioca
84,49,31,24.39,71.38,7.0,161.61,tapioca
84,43,55,25.01,52.47,7.09,112.03,tapioca
82,54,39,30.27,73.42,5.8,67.46,tapioca
75,49,55,29.4,78.08,6.37,120.7,tapioca
90,35,44,34.22,76.13,6.13,195.09,tapioca
53,38,41,31.57,62.5,6.1,80.41,tapioca
99,35,52,23.46,77.9,7.02,166.45,tapioca
54,58,43,22.35,64.47,6.93,57.11,tapioca
72,47,60,25.81,79.79,6.89,91.5,tapioca
83,31,45,33.87,71.88,7.11,171.72,tapioca
95,41,59,24.77,67.86,6.42,57.64,tapioca
61,31,40,31.04,69.23,5.61,131.14,tapioca
99,40,38,24.94,79.59,6.96,115.07,tapioca
42,54,56,27.34,75.18,7.1,192.33,tapioca
65,57,35,27.7,74.36,6.56,67.0,tapioca
97,36,46,24.69,75.23,6.69,59.01,tapioca
45,45,57,26.62,59.3,7.11,91.18,tapioca
92,64,96,25.87,82.5,6.44,182.32,tea
110,45,76,34.96,88.98,5.52,183.85,tea
150,72,90,29.63,80.57,5.67,279.21,tea
82,67,69,27.26,78.83,6.04,260.1,tea
106,52,69,26.43,80.99,5.89,226.61,tea
144,57,67,30.09,73.54,6.35,279.0,tea
139,74,76,33.57,75.27,6.23,217.92,tea
99,47,93,31.2,78.42,5.61,181.32,tea
134,51,66,25.12,89.41,5.05,161.05,tea
150,70,98,30.13,74.95,5.46,170.51,tea
134,42,100,33.14,81.51,5.48,286.46,tea
98,44,65,27.24,71.48,6.23,195.21,tea
93,47,68,33.74,88.81,6.41,200.53,tea
138,59,86,34.93,85.19,5.8,173.65,tea
92,78,97,30.96,84.66,5.84,153.36,tea
141,45,42,34.17,90.9,6.33,216.5,tea
149,65,64,27.26,83.19,5.69,255.35,tea
115,77,72,29.94,91.75,5.61,199.37,tea
